,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
631,lsmdc1046_Australia-90422,8636,A kangaroo paw and a dribble of blood run down the windscreen. She,A kangaroo paw and a dribble of blood run down the windscreen.,She,gold,timers appears on its tail.,"peers in horror through her desert glasses, her net veil blowing in the breeze.",darts through the crowd and around.,is thrown open but a person carries fresh lumbers out beside them.,1
632,lsmdc1046_Australia-90422,8639,"At night, they camp around a fire. Someone","At night, they camp around a fire.",Someone,gold,sprints through a huge window.,throws a flock of smoke to someone.,drives the building from behind.,"'s washing his muscled torso, using water from a bucket.",3
633,anetv_xpmXZBpYrM0,4057,"A person applies leg lube to their leg and then proceeds to shave the leg and then wipe their leg down with a wet rag. A person in a bathroom, with one foot on top of a toilet cover",A person applies leg lube to their leg and then proceeds to shave the leg and then wipe their leg down with a wet rag.,"A person in a bathroom, with one foot on top of a toilet cover",gold,and starts pinning them with his toes.,and squats before shaving with a stick and then shaving.,rubs leg lube on their leg.,"covered in plastic covered scrub, smooths out the left side, maroon and a purple towel, then puts in the brush.",2
634,anetv_xpmXZBpYrM0,4058,"A person in a bathroom, with one foot on top of a toilet cover rubs leg lube on their leg. The person then","A person in a bathroom, with one foot on top of a toilet cover rubs leg lube on their leg.",The person then,gold,places them in a tub and touches the end to the toilet.,"goes in fetal position to wipe the occasional cloth paper off and wipe the shoe, buffing it.","grabs the soap off her hands to the water, pushing her finger on the toothbrush.",begins to shave the length of their leg with a blue razor.,3
635,anetv_Oe1tNvkhrI8,4282,"A blue backdrop is pictured with white words saying titling, Mowing the Lawn May 2009. A middle aged man","A blue backdrop is pictured with white words saying titling, Mowing the Lawn May 2009.",A middle aged man,gold,is standing in the dark room with his dog out and doing tricks while holding a dog.,begins to skateboard in the living room.,"is outside, wearing a white muscle short and red shorts pushing a lawn mower in his yard.",stands on the sunny field and kneels behind the kitchen.,2
636,anetv_Oe1tNvkhrI8,4283,"A middle aged man is outside, wearing a white muscle short and red shorts pushing a lawn mower in his yard. As the man turns the lawn mower to go in a different direction he","A middle aged man is outside, wearing a white muscle short and red shorts pushing a lawn mower in his yard.",As the man turns the lawn mower to go in a different direction he,gold,has a good view of an features of a lawn block being picked up.,does the mower several times before continuing moving with very much padding towards him.,reaches a snow show.,begins to struggle and gets confused because the water fountain is in his way.,3
637,anetv_Oe1tNvkhrI8,4284,"As the man turns the lawn mower to go in a different direction he begins to struggle and gets confused because the water fountain is in his way. Once, the male has become frustrated enough, he just",As the man turns the lawn mower to go in a different direction he begins to struggle and gets confused because the water fountain is in his way.,"Once, the male has become frustrated enough, he just",gold,decided to not mow it and goes back to his original place of cutting.,care how to do it to hit the pinata instead.,looks very up and laughs to himself as he eventually leaves the city.,continues to push with a hose along with the dog.,0
638,anetv_dWyE0o2NetQ,5423,A woman does floor gymnastics in several different gym environments while others watch in the background. The woman,A woman does floor gymnastics in several different gym environments while others watch in the background.,The woman,gen,drops the weight while in background.,"performs a routine between both springs, the fishtails and all by spinning the body seductively.",stands and down before shows a pogo stick.,dismounts holding onto frame leading the platform.,1
639,anetv_dWyE0o2NetQ,5423,A woman does floor gymnastics in several different gym environments while others watch in the background. The woman,A woman does floor gymnastics in several different gym environments while others watch in the background.,The woman,gold,practices various cheer related jumps.,drops the weight while in background.,stands and down before shows a pogo stick.,dismounts holding onto frame leading the platform.,0
640,anetv_dWyE0o2NetQ,5422,Still images of a cheerleader are shown with explanatory text. A woman,Still images of a cheerleader are shown with explanatory text.,A woman,gold,opens a gift shirt to record between two other women posing and admits the blade.,"looks a blonde talking to the camera for a therapy event, as the model's smooth form is shown.",is then shown standing across high gym performing two moves while he continues up and showing her routine.,does floor gymnastics in several different gym environments while others watch in the background.,3
641,anetv_dWyE0o2NetQ,11424,The credits of the video are shown. A lady,The credits of the video are shown.,A lady,gen,continues his skateboard while talking.,shows several shopping in the water.,plays on a piece of paper.,is putting a black bike close.,2
642,anetv_dWyE0o2NetQ,5424,The woman practices various cheer related jumps. The woman and several other cheerleaders,The woman practices various cheer related jumps.,The woman and several other cheerleaders,gold,do move on the podium in class.,are seen running down a bedroom while the girl counts the rack she will be holding on the bars.,demonstrate cheerleader tricks while others watch in the background.,begin to jump and measure.,2
643,anetv_dWyE0o2NetQ,11424,The credits of the video are shown. A lady,The credits of the video are shown.,A lady,gold,performs stunts inside a gym.,shows several shopping in the water.,continues his skateboard while talking.,is putting a black bike close.,0
644,anetv_dWyE0o2NetQ,11425,"A lady performs stunts inside a gym. The lady is lifted up by ladies, and the lady",A lady performs stunts inside a gym.,"The lady is lifted up by ladies, and the lady",gen,puts materials in her body.,falls backwards as the two two spin and jump.,does two flips and does flips.,falls onto the metal beam.,3
645,anetv_dWyE0o2NetQ,11425,"A lady performs stunts inside a gym. The lady is lifted up by ladies, and the lady",A lady performs stunts inside a gym.,"The lady is lifted up by ladies, and the lady",gold,puts materials in her body.,does two flips and does flips.,grabs her leg with her hand.,finishes her run and tries again.,2
646,anetv__kj3B0T_TE0,7801,"The person gets a dark cloth out of their netted, red bag and uses it to clean the shoes. The person","The person gets a dark cloth out of their netted, red bag and uses it to clean the shoes.",The person,gen,lays the cloth onto the table.,"puts three white shoes, then the yellow, the shoes.",stirs the blouse with the shoe.,put their skateboard on their back and cut them on the floor.,0
647,anetv__kj3B0T_TE0,109,In the back cars and motorbikes are passing by in street. woman,In the back cars and motorbikes are passing by in street.,woman,gold,is kneeling on the sidewalk holding a brush cleaning sneakers.,is taking a photo of a beautiful alien.,is leaned in the beginning of the race.,is standing on goggles and animated talking to the camera.,0
648,anetv__kj3B0T_TE0,109,In the back cars and motorbikes are passing by in street. woman,In the back cars and motorbikes are passing by in street.,woman,gen,is standing on goggles and animated talking to the camera.,is being interviewed by a woman.,is leaned in the beginning of the race.,is taking a photo of a beautiful alien.,1
649,anetv__kj3B0T_TE0,108,Woman is on a sidewalk cleaning a sneaker with a brush. in the back cars and motorbikes,Woman is on a sidewalk cleaning a sneaker with a brush.,in the back cars and motorbikes,gold,"are talking behind a table next to the vacuum, cleaning the bathroom door with a cleaner.",are gathered on a mat and begin doing a choreography with wipes.,are shown next afterwards.,are passing by in street.,3
