video-id,fold-ind,startphrase,gold-ending,distractor-0,distractor-1,distractor-2,distractor-3,gold-source,gold-type,distractor-0-type,distractor-1-type,distractor-2-type,distractor-3-type,sent1,sent2
lsmdc1060_Yes_man-99430,13881,He takes off his jacket and wraps it around someone's head. He,marches her to a barn.,chases after him.,"looks in, turning off the light.",picks up it - and remembers it was an alien.,walks over and runs down the narrow street.,gold0-reannot,pos,unl,unl,unl,unl,He takes off his jacket and wraps it around someone's head.,He
lsmdc1060_Yes_man-99430,13880,"In the country, people walk along a track beneath a brooding, gray sky. He",peers through a gate.,"who smiles as someone scans helplessly, passes documents with a letter.",speeds across the pitch - destroyed buildings and buildings.,rummages through a flat wooden door.,bounces at the vehicle.,gen-reannot,pos,unl,unl,unl,unl,"In the country, people walk along a track beneath a brooding, gray sky.",He
lsmdc1060_Yes_man-99430,13880,"In the country, people walk along a track beneath a brooding, gray sky. He",takes off his jacket and wraps it around someone's head.,"who smiles as someone scans helplessly, passes documents with a letter.",speeds across the pitch - destroyed buildings and buildings.,rummages through a flat wooden door.,bounces at the vehicle.,gold1-reannot,unl,unl,unl,unl,unl,"In the country, people walk along a track beneath a brooding, gray sky.",He
lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5141,Suddenly the fearsome head protrudes into the minas tirith. Within moments the gate is smashed and giant cave trolls,erupt around the inside of their giant zombies!,is revealed revealing lights and bodies and workers on lantern skin.,fire someone with immense water.,is embedded in a punching tank.,,gen-orig,unl,unl,unl,unl,n/a,Suddenly the fearsome head protrudes into the minas tirith.,Within moments the gate is smashed and giant cave trolls
lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5119,"Disbelief turns to fear as shelob gets closer and closer, someone quickly turns and bolts. Someone",flips off his suit jacket and gives a tentative smile.,turns on the sandy ground and decides to break down.,swings over a calling off drawing.,sprints into the ocean and the soldier guard on a collapsible.,leaps up as the nerds blast someone.,gen-orig,pos,unl,unl,unl,unl,"Disbelief turns to fear as shelob gets closer and closer, someone quickly turns and bolts.",Someone
lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5136,Someone's procession enters a wide vaulted chamber. The lantern light,throws great shadows upon the shrouded walls of a wide vaulted chamber.,shines over the islands as she pass by the bird.,glows on the cars passing within a missile and fireworks and forms the blaze with tiny lights.,shines from a candle.,,gold0-orig,pos,unl,unl,unl,n/a,Someone's procession enters a wide vaulted chamber.,The lantern light
lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5144,"With a roar, someone leads a counter attack on shadowfax, followed by several hundred gondorian foot. Thousands of orcs",swarm in through the city gates.,gather on high speed along the coast.,appear knocking their father into the icy.,are fluttering out of space.,gathered in thin pirates by shooting wire.,gold0-orig,pos,unl,unl,unl,unl,"With a roar, someone leads a counter attack on shadowfax, followed by several hundred gondorian foot.",Thousands of orcs
lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5140,Someone rallies the line of bowmen as they wait in front of the great doors. Suddenly the fearsome head,protrudes into the minas tirith.,slumps into the precisely formed shape of a metal - tipped moped.,flees off down the side to find someone still practicing the bar.,"collapses, yet another rumble of the robot's.",steps to another aid.,gold1-orig,pos,unl,unl,unl,unl,Someone rallies the line of bowmen as they wait in front of the great doors.,Suddenly the fearsome head
lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5122,Someone leaves the sword and throws himself through a narrow crevice. Someone,stumbles out of shelob's lair.,has and his son.,comes somersaults through the earth by the fan - signs.,swings down to someone as he races forward to dust up the antique store.,puts the statue down struggling toward a lifeboat.,gold0-orig,pos,unl,unl,unl,unl,Someone leaves the sword and throws himself through a narrow crevice.,Someone
lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5119,"Disbelief turns to fear as shelob gets closer and closer, someone quickly turns and bolts. Someone","hacks at the web and with a last desperate lunge, frees himself.",turns on the sandy ground and decides to break down.,swings over a calling off drawing.,sprints into the ocean and the soldier guard on a collapsible.,leaps up as the nerds blast someone.,gold1-orig,pos,unl,unl,unl,unl,"Disbelief turns to fear as shelob gets closer and closer, someone quickly turns and bolts.",Someone
lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5142,"Within moments the gate is smashed and giant cave trolls enter into the first circle of minas tirith, under the archway that no enemy had ever passed. Rows of archers fire off a volley of arrows but the trolls",descend down into the arena.,are mesmerized by the cold earth.,and capture the summit of millions.,"are forgotten, and the dust is from the nets!",,gen-orig,pos,unl,unl,unl,n/a,"Within moments the gate is smashed and giant cave trolls enter into the first circle of minas tirith, under the archway that no enemy had ever passed.",Rows of archers fire off a volley of arrows but the trolls
lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5140,Someone rallies the line of bowmen as they wait in front of the great doors. Suddenly the fearsome head,spins someone at someone in the grassy courtyard.,slumps into the precisely formed shape of a metal - tipped moped.,flees off down the side to find someone still practicing the bar.,"collapses, yet another rumble of the robot's.",steps to another aid.,gen-orig,pos,unl,unl,unl,unl,Someone rallies the line of bowmen as they wait in front of the great doors.,Suddenly the fearsome head
lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5139,"Upon each tomb lies a sleeping form, carved in stone, hands folded. Someone",turns to his servants.,lies on the equipment by the body surrounded by someone.,is slapped away by a coworker.,"slides the foot aside, standing staring at someone through a hole.",,gold0-orig,pos,unl,unl,unl,n/a,"Upon each tomb lies a sleeping form, carved in stone, hands folded.",Someone
lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5138,Row upon row of marble tombs are visible in the dim light. Upon each tomb,containing someone perched looking a variety of gleaming black animals and darkness.,", someone flings the card back in the drawer and throws it into a bin.",", the two men are someone.",", a girl lies dead on the floor, begs into a campfire as other sights are drawn.","is the violent shrieking hyena, very much in to the middle, its green, glaring feet.",gen-orig,pos,unl,unl,unl,unl,Row upon row of marble tombs are visible in the dim light.,Upon each tomb
lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5132,"Someone leans down towards someone, offering her hand. But he",pushes her to the bed.,touches it and takes her from someone.,keeps his weapon firmly at his throat.,brings money to his privates.,,gen-orig,pos,unl,unl,unl,n/a,"Someone leans down towards someone, offering her hand.",But he
lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5120,"Someone hacks at the web and with a last desperate lunge, frees himself. Sting",is caught in the web.,ceases on his ground scaly skin.,shoots him in the throat and falls plunges backwards onto someone.,serves and then hurls someone through the goal.,,gold0-orig,pos,unl,unl,unl,n/a,"Someone hacks at the web and with a last desperate lunge, frees himself.",Sting
lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5126,"Someone stares at someone in disbelief. Someone, overcome with exhaustion,",stumbles down the steep stairs of cirith ungol.,dashes over a plain.,is tears from the rage.,throws to the ground.,,gold0-orig,pos,unl,unl,unl,n/a,Someone stares at someone in disbelief.,"Someone, overcome with exhaustion,"
lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5128,He is full of remorse at his treatment of someone. Someone,falls to his knees.,"leans down into the mantel, picking it up.",looks around the warehouse then spots someone moving toward a hand railing on the other side of the dock.,"sets down the door again and smiles, almost grimacing.",,gold0-orig,pos,unl,pos,pos,n/a,He is full of remorse at his treatment of someone.,Someone
lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5125,"Someone looking at someone, in shock, he gets to his. Someone",stares at someone in disbelief.,"stands in the corner of the room, talking to the phone.",stands outside a shelter and stubs smoking a cigarette.,has just managed to hit the pins in.,,gold0-orig,pos,unl,unl,unl,n/a,"Someone looking at someone, in shock, he gets to his.",Someone
lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5135,An iron door creaks open. Someone's procession,moves through a dusty street area.,goes around while a groggy look.,"runs into the house, then somersaults on the asphalt.",pockets the corner of the corridor and joins a pause.,arrive at a table on a wooded highway.,gen-orig,pos,unl,unl,unl,unl,An iron door creaks open.,Someone's procession
lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5133,"Flaming missiles rain down on the city. Someone, on shadowfax,",leads several hundred gondorian foot soldiers down through the streets.,stands by the applauding fire.,gets to a swipe of hand.,has hastily inspects herself around and wipes her feet off the post path.,dives into the icy water.,gold0-orig,pos,unl,unl,unl,pos,Flaming missiles rain down on the city.,"Someone, on shadowfax,"
lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5135,An iron door creaks open. Someone's procession,enters a wide vaulted chamber.,goes around while a groggy look.,"runs into the house, then somersaults on the asphalt.",pockets the corner of the corridor and joins a pause.,arrive at a table on a wooded highway.,gold1-orig,pos,unl,unl,unl,unl,An iron door creaks open.,Someone's procession
